resultId,raceId,driverId,constructorId,circuitId,statusId,grid,positionOrder,points results,laps,rank,fastestLapSpeed,lat,lng,date,year,weather,weather_numeric,points constructor standing,position constructor standing,Wins constrcuntor standing,points constructor results,race finished
1,18,1,1,1,1,1,1,10,58,2,218.3,-37.8497,144.968,39523.00,2008,Dry,0,14,1,1,14,0
5,18,5,1,1,1,3,5,4,58,1,218.385,-37.8497,144.968,39523.00,2008,Dry,0,14,1,1,14,0
2,18,2,2,1,1,5,2,8,58,3,217.586,-37.8497,144.968,39523.00,2008,Dry,0,8,3,0,8,0
9,18,9,2,1,4,2,9,0,47,9,215.1,-37.8497,144.968,39523.00,2008,Dry,0,8,3,0,8,1
3,18,3,3,1,1,7,3,6,58,5,216.719,-37.8497,144.968,39523.00,2008,Dry,0,9,2,0,9,0
6,18,6,3,1,11,13,6,3,57,14,212.974,-37.8497,144.968,39523.00,2008,Dry,0,9,2,0,9,1
4,18,4,4,1,1,11,4,5,58,7,215.464,-37.8497,144.968,39523.00,2008,Dry,0,5,4,0,5,0
12,18,12,4,1,8,20,12,0,30,16,208.907,-37.8497,144.968,39523.00,2008,Dry,0,5,4,0,5,1
7,18,7,5,1,5,17,7,2,55,12,213.224,-37.8497,144.968,39523.00,2008,Dry,0,2,5,0,2,1
20,18,20,5,1,4,9,20,0,0,,,-37.8497,144.968,39523.00,2008,Dry,0,2,5,0,2,1
8,18,8,6,1,5,15,8,1,53,4,217.18,-37.8497,144.968,39523.00,2008,Dry,0,1,6,0,1,1
13,18,13,6,1,5,4,13,0,29,6,216.51,-37.8497,144.968,39523.00,2008,Dry,0,1,6,0,1,1
23,19,8,6,2,1,2,1,10,56,2,209.158,2.76083,101.738,39530.00,2008,Dry,0,11,3,1,10,0
41,19,13,6,2,20,1,19,0,30,5,208.048,2.76083,101.738,39530.00,2008,Dry,0,11,3,1,10,1
24,19,9,2,2,1,4,2,8,56,6,208.033,2.76083,101.738,39530.00,2008,Dry,0,19,2,0,11,0
28,19,2,2,2,1,5,6,3,56,1,209.244,2.76083,101.738,39530.00,2008,Dry,0,19,2,0,11,0
25,19,5,1,2,1,8,3,6,56,7,208.031,2.76083,101.738,39530.00,2008,Dry,0,24,1,1,10,0
27,19,1,1,2,1,9,5,4,56,3,209.033,2.76083,101.738,39530.00,2008,Dry,0,24,1,1,10,0
26,19,15,7,2,1,3,4,5,56,8,207.715,2.76083,101.738,39530.00,2008,Dry,0,5,6,0,5,0
43,19,10,7,2,4,10,21,0,1,,,2.76083,101.738,39530.00,2008,Dry,0,5,6,0,5,1
29,19,17,9,2,1,6,7,2,56,12,206.366,2.76083,101.738,39530.00,2008,Dry,0,2,7,0,2,0
31,19,14,9,2,1,12,9,0,56,9,207.417,2.76083,101.738,39530.00,2008,Dry,0,2,7,0,2,0
30,19,4,4,2,1,7,8,1,56,10,207.24,2.76083,101.738,39530.00,2008,Dry,0,6,5,0,1,0
33,19,12,4,2,1,13,11,0,56,15,205.812,2.76083,101.738,39530.00,2008,Dry,0,6,5,0,1,0
32,19,18,11,2,1,11,10,0,56,4,208.481,2.76083,101.738,39530.00,2008,Dry,0,0,9,0,0,0
35,19,22,11,2,11,14,13,0,55,11,206.372,2.76083,101.738,39530.00,2008,Dry,0,0,9,0,0,1
34,19,21,10,2,11,17,12,0,55,16,205.8,2.76083,101.738,39530.00,2008,Dry,0,0,10,0,0,1
42,19,16,10,2,9,20,20,0,5,20,198.891,2.76083,101.738,39530.00,2008,Dry,0,0,10,0,0,1
36,19,3,3,2,11,16,14,0,55,13,206.182,2.76083,101.738,39530.00,2008,Dry,0,9,4,0,0,1
39,19,6,3,2,12,22,17,0,54,17,204.222,2.76083,101.738,39530.00,2008,Dry,0,9,4,0,0,1
37,19,19,8,2,11,21,15,0,55,18,203.265,2.76083,101.738,39530.00,2008,Dry,0,0,11,0,0,1
38,19,11,8,2,12,19,16,0,54,19,202.578,2.76083,101.738,39530.00,2008,Dry,0,0,11,0,0,1
40,19,20,5,2,5,15,18,0,39,14,205.995,2.76083,101.738,39530.00,2008,Dry,0,2,8,0,0,1
44,19,7,5,2,20,18,22,0,0,,,2.76083,101.738,39530.00,2008,Dry,0,2,8,0,0,1
45,20,13,6,3,1,2,1,10,57,3,208.153,26.0325,50.5106,39544.00,2008,Dry,0,29,2,2,18,0
46,20,8,6,3,1,4,2,8,57,4,207.911,26.0325,50.5106,39544.00,2008,Dry,0,29,2,2,18,0
47,20,9,2,3,1,1,3,6,57,5,207.765,26.0325,50.5106,39544.00,2008,Dry,0,30,1,0,11,0
48,20,2,2,3,1,6,4,5,57,2,208.231,26.0325,50.5106,39544.00,2008,Dry,0,30,1,0,11,0
49,20,5,1,3,1,5,5,4,57,1,209.062,26.0325,50.5106,39544.00,2008,Dry,0,28,3,1,4,0
57,20,1,1,3,11,3,13,0,56,19,203.969,26.0325,50.5106,39544.00,2008,Dry,0,28,3,1,4,1
50,20,15,7,3,1,7,6,3,57,7,206.819,26.0325,50.5106,39544.00,2008,Dry,0,8,5,0,3,0
53,20,10,7,3,1,13,9,0,57,9,205.503,26.0325,50.5106,39544.00,2008,Dry,0,8,5,0,3,0
51,20,17,9,3,1,11,7,2,57,8,206.597,26.0325,50.5106,39544.00,2008,Dry,0,4,7,0,2,0
62,20,14,9,3,11,17,18,0,56,16,204.331,26.0325,50.5106,39544.00,2008,Dry,0,4,7,0,2,1
52,20,3,3,3,1,8,8,1,57,6,207.109,26.0325,50.5106,39544.00,2008,Dry,0,10,4,0,1,0
58,20,6,3,3,11,16,14,0,56,17,204.155,26.0325,50.5106,39544.00,2008,Dry,0,10,4,0,1,1
54,20,4,4,3,1,10,10,0,57,13,204.668,26.0325,50.5106,39544.00,2008,Dry,0,6,6,0,0,0
64,20,12,4,3,6,14,20,0,40,12,204.808,26.0325,50.5106,39544.00,2008,Dry,0,6,6,0,0,1
55,20,22,11,3,1,12,11,0,57,10,205.399,26.0325,50.5106,39544.00,2008,Dry,0,0,9,0,0,0
65,20,18,11,3,4,9,21,0,19,21,202.686,26.0325,50.5106,39544.00,2008,Dry,0,0,9,0,0,1
56,20,21,10,3,11,18,12,0,56,11,204.963,26.0325,50.5106,39544.00,2008,Dry,0,0,10,0,0,1
63,20,16,10,3,12,20,19,0,56,18,204.136,26.0325,50.5106,39544.00,2008,Dry,0,0,10,0,0,1
59,20,7,5,3,11,15,15,0,56,15,204.369,26.0325,50.5106,39544.00,2008,Dry,0,2,8,0,0,1
66,20,20,5,3,5,19,22,0,0,,,26.0325,50.5106,39544.00,2008,Dry,0,2,8,0,0,1
60,20,19,8,3,11,21,16,0,56,14,204.389,26.0325,50.5106,39544.00,2008,Dry,0,0,11,0,0,1
61,20,11,8,3,11,22,17,0,56,20,203.18,26.0325,50.5106,39544.00,2008,Dry,0,0,11,0,0,1
67,21,8,6,4,1,1,1,10,66,1,205.191,41.57,2.26111,39565.00,2008,Dry,0,47,1,3,18,0
68,21,13,6,4,1,3,2,8,66,2,204.863,41.57,2.26111,39565.00,2008,Dry,0,47,1,3,18,0
69,21,1,1,4,1,5,3,6,66,3,204.323,41.57,2.26111,39565.00,2008,Dry,0,34,3,1,6,0
83,21,5,1,4,3,6,17,0,21,6,203.243,41.57,2.26111,39565.00,2008,Dry,0,34,3,1,6,1
70,21,9,2,4,1,4,4,5,66,4,204.102,41.57,2.26111,39565.00,2008,Dry,0,35,2,0,5,0
75,21,2,2,4,1,9,9,0,66,7,203.08,41.57,2.26111,39565.00,2008,Dry,0,35,2,0,5,0
71,21,17,9,4,1,7,5,4,66,8,202.969,41.57,2.26111,39565.00,2008,Dry,0,8,6,0,4,0
78,21,14,9,4,11,17,12,0,65,11,202.288,41.57,2.26111,39565.00,2008,Dry,0,8,6,0,4,1
72,21,18,11,4,1,13,6,3,66,5,203.489,41.57,2.26111,39565.00,2008,Dry,0,3,8,0,3,0
82,21,22,11,4,4,11,16,0,34,16,199.837,41.57,2.26111,39565.00,2008,Dry,0,3,8,0,3,1
73,21,6,3,4,1,12,7,2,66,15,200.576,41.57,2.26111,39565.00,2008,Dry,0,12,4,0,2,0
80,21,3,3,4,5,15,14,0,41,13,201.13,41.57,2.26111,39565.00,2008,Dry,0,12,4,0,2,1
74,21,15,7,4,1,8,8,1,66,10,202.494,41.57,2.26111,39565.00,2008,Dry,0,9,5,0,1,0
77,21,10,7,4,11,14,11,0,65,12,201.886,41.57,2.26111,39565.00,2008,Dry,0,9,5,0,1,1
76,21,21,10,4,11,19,10,0,65,14,200.841,41.57,2.26111,39565.00,2008,Dry,0,0,10,0,0,1
87,21,16,10,4,4,20,21,0,0,,,41.57,2.26111,39565.00,2008,Dry,0,0,10,0,0,1
79,21,11,8,4,11,22,13,0,65,17,198.045,41.57,2.26111,39565.00,2008,Dry,0,0,11,0,0,1
84,21,19,8,4,21,21,18,0,8,20,192.922,41.57,2.26111,39565.00,2008,Dry,0,0,11,0,0,1
81,21,4,4,4,5,2,15,0,34,9,202.677,41.57,2.26111,39565.00,2008,Dry,0,6,7,0,0,1
86,21,12,4,4,4,10,20,0,6,18,196.128,41.57,2.26111,39565.00,2008,Dry,0,6,7,0,0,1
85,21,7,5,4,4,16,19,0,7,19,194.862,41.57,2.26111,39565.00,2008,Dry,0,2,9,0,0,1
88,21,20,5,4,4,18,22,0,0,,,41.57,2.26111,39565.00,2008,Dry,0,2,9,0,0,1
89,22,13,6,5,1,1,1,10,58,3,221.734,40.9517,29.405,39579.00,2008,Dry,0,63,1,4,16,0
91,22,8,6,5,1,4,3,6,58,1,222.144,40.9517,29.405,39579.00,2008,Dry,0,63,1,4,16,0
90,22,1,1,5,1,3,2,8,58,2,222.085,40.9517,29.405,39579.00,2008,Dry,0,42,3,1,8,0
100,22,5,1,5,11,2,12,0,57,8,219.269,40.9517,29.405,39579.00,2008,Dry,0,42,3,1,8,1
92,22,9,2,5,1,5,4,5,58,4,221.442,40.9517,29.405,39579.00,2008,Dry,0,44,2,0,9,0
93,22,2,2,5,1,9,5,4,58,5,220.328,40.9517,29.405,39579.00,2008,Dry,0,44,2,0,9,0
94,22,4,4,5,1,7,6,3,58,6,220.174,40.9517,29.405,39579.00,2008,Dry,0,9,7,0,3,0
103,22,12,4,5,11,17,15,0,57,10,218.703,40.9517,29.405,39579.00,2008,Dry,0,9,7,0,3,1
95,22,17,9,5,1,6,7,2,58,7,219.294,40.9517,29.405,39579.00,2008,Dry,0,10,5,0,2,0
97,22,14,9,5,1,10,9,0,58,12,218.457,40.9517,29.405,39579.00,2008,Dry,0,10,5,0,2,0
96,22,3,3,5,1,11,8,1,58,9,218.882,40.9517,29.405,39579.00,2008,Dry,0,13,4,0,1,0
107,22,6,3,5,4,16,19,0,1,,,40.9517,29.405,39579.00,2008,Dry,0,13,4,0,1,1
98,22,15,7,5,1,8,10,0,58,11,218.556,40.9517,29.405,39579.00,2008,Dry,0,9,6,0,0,0
101,22,10,7,5,11,15,13,0,57,16,217.623,40.9517,29.405,39579.00,2008,Dry,0,9,6,0,0,1
99,22,18,11,5,11,13,11,0,57,13,218.377,40.9517,29.405,39579.00,2008,Dry,0,3,8,0,0,1
102,22,22,11,5,11,12,14,0,57,14,218.33,40.9517,29.405,39579.00,2008,Dry,0,3,8,0,0,1
104,22,16,10,5,11,19,16,0,57,18,216.454,40.9517,29.405,39579.00,2008,Dry,0,0,10,0,0,1
108,22,21,10,5,4,20,20,0,0,,,40.9517,29.405,39579.00,2008,Dry,0,0,10,0,0,1
105,22,20,5,5,11,14,17,0,57,15,217.926,40.9517,29.405,39579.00,2008,Dry,0,2,9,0,0,1
106,22,7,5,5,22,18,18,0,24,17,216.539,40.9517,29.405,39579.00,2008,Dry,0,2,9,0,0,1
109,23,1,1,6,1,3,1,10,76,6,153.152,43.7347,7.42056,39593.00,2008,Wet,1,53,2,2,11,0
116,23,5,1,6,1,4,8,1,76,2,155.586,43.7347,7.42056,39593.00,2008,Wet,1,53,2,2,11,0
110,23,9,2,6,1,5,2,8,76,5,154.286,43.7347,7.42056,39593.00,2008,Wet,1,52,3,0,8,0
122,23,2,2,6,14,12,14,0,72,14,149.829,43.7347,7.42056,39593.00,2008,Wet,1,52,3,0,8,1
111,23,13,6,6,1,1,3,6,76,4,154.379,43.7347,7.42056,39593.00,2008,Wet,1,69,1,4,6,0
117,23,8,6,6,1,2,9,0,76,1,156.789,43.7347,7.42056,39593.00,2008,Wet,1,69,1,4,6,0
112,23,17,9,6,1,9,4,5,76,8,152.133,43.7347,7.42056,39593.00,2008,Wet,1,15,5,0,5,0
127,23,14,9,6,3,15,19,0,7,20,117.753,43.7347,7.42056,39593.00,2008,Wet,1,15,5,0,5,1
113,23,20,5,6,1,19,5,4,76,7,152.614,43.7347,7.42056,39593.00,2008,Wet,1,6,8,0,4,0
128,23,7,5,6,4,16,20,0,7,19,118.872,43.7347,7.42056,39593.00,2008,Wet,1,6,8,0,4,1
114,23,22,11,6,1,14,6,3,76,9,151.104,43.7347,7.42056,39593.00,2008,Wet,1,6,9,0,3,0
119,23,18,11,6,11,11,11,0,75,10,151.089,43.7347,7.42056,39593.00,2008,Wet,1,6,9,0,3,1
115,23,6,3,6,1,13,7,2,76,13,150.469,43.7347,7.42056,39593.00,2008,Wet,1,15,4,0,2,0
124,23,3,3,6,3,6,16,0,59,15,147.951,43.7347,7.42056,39593.00,2008,Wet,1,15,4,0,2,1
118,23,4,4,6,11,7,10,0,75,3,154.413,43.7347,7.42056,39593.00,2008,Wet,1,9,7,0,0,1
125,23,12,4,6,3,17,17,0,47,17,131.86,43.7347,7.42056,39593.00,2008,Wet,1,9,7,0,0,1
120,23,10,7,6,11,10,12,0,75,11,151.021,43.7347,7.42056,39593.00,2008,Wet,1,9,6,0,0,1
121,23,15,7,6,11,8,13,0,75,12,150.62,43.7347,7.42056,39593.00,2008,Wet,1,9,6,0,0,1
123,23,16,10,6,4,18,15,0,67,16,146.564,43.7347,7.42056,39593.00,2008,Wet,1,0,10,0,0,1
126,23,21,10,6,6,20,18,0,36,18,129.5,43.7347,7.42056,39593.00,2008,Wet,1,0,10,0,0,1
129,24,9,2,7,1,2,1,10,70,4,202.473,45.5,-73.5228,39607.00,2008,Dry,0,70,2,1,18,0
130,24,2,2,7,1,8,2,8,70,2,202.758,45.5,-73.5228,39607.00,2008,Dry,0,70,2,1,18,0
131,24,14,9,7,1,13,3,6,70,7,201.057,45.5,-73.5228,39607.00,2008,Dry,0,21,4,0,6,0
140,24,17,9,7,1,10,12,0,70,8,200.759,45.5,-73.5228,39607.00,2008,Dry,0,21,4,0,6,0
132,24,10,7,7,1,11,4,5,70,17,198.51,45.5,-73.5228,39607.00,2008,Dry,0,17,5,0,8,0
134,24,15,7,7,1,14,6,3,70,15,199.056,45.5,-73.5228,39607.00,2008,Dry,0,17,5,0,8,0
133,24,13,6,7,1,6,5,4,70,6,201.261,45.5,-73.5228,39607.00,2008,Dry,0,73,1,4,4,0
146,24,8,6,7,4,3,18,0,19,1,202.871,45.5,-73.5228,39607.00,2008,Dry,0,73,1,4,4,1
135,24,22,11,7,1,9,7,2,70,10,200.503,45.5,-73.5228,39607.00,2008,Dry,0,8,8,0,2,0
139,24,18,11,7,1,20,11,0,70,19,197.847,45.5,-73.5228,39607.00,2008,Dry,0,8,8,0,2,0
136,24,20,5,7,1,19,8,1,70,12,199.913,45.5,-73.5228,39607.00,2008,Dry,0,7,9,0,1,0
141,24,7,5,7,11,18,13,0,69,13,199.689,45.5,-73.5228,39607.00,2008,Dry,0,7,9,0,1,1
137,24,5,1,7,1,7,9,0,70,11,200.091,45.5,-73.5228,39607.00,2008,Dry,0,53,3,2,0,0
147,24,1,1,7,4,1,19,0,19,3,202.559,45.5,-73.5228,39607.00,2008,Dry,0,53,3,2,0,1
138,24,3,3,7,1,5,10,0,70,5,201.336,45.5,-73.5228,39607.00,2008,Dry,0,15,6,0,0,0
143,24,6,3,7,3,12,15,0,46,14,199.273,45.5,-73.5228,39607.00,2008,Dry,0,15,6,0,0,1
142,24,21,10,7,20,17,14,0,51,16,198.563,45.5,-73.5228,39607.00,2008,Dry,0,0,10,0,0,1
148,24,16,10,7,6,16,20,0,13,20,194.624,45.5,-73.5228,39607.00,2008,Dry,0,0,10,0,0,1
144,24,4,4,7,20,4,16,0,44,9,200.697,45.5,-73.5228,39607.00,2008,Dry,0,9,7,0,0,1
145,24,12,4,7,23,15,17,0,43,18,198.129,45.5,-73.5228,39607.00,2008,Dry,0,9,7,0,0,1
149,25,13,6,8,1,2,1,10,70,2,206.956,46.8642,3.16361,39621.00,2008,Dry,0,91,1,5,18,0
150,25,8,6,8,1,1,2,8,70,1,207.224,46.8642,3.16361,39621.00,2008,Dry,0,91,1,5,18,0
151,25,15,7,8,1,4,3,6,70,7,204.721,46.8642,3.16361,39621.00,2008,Dry,0,23,5,0,6,0
159,25,10,7,8,1,8,11,0,70,13,204.013,46.8642,3.16361,39621.00,2008,Dry,0,23,5,0,6,0
152,25,5,1,8,1,10,4,5,70,3,205.87,46.8642,3.16361,39621.00,2008,Dry,0,58,3,2,5,0
158,25,1,1,8,1,13,10,0,70,5,205.022,46.8642,3.16361,39621.00,2008,Dry,0,58,3,2,5,0
153,25,9,2,8,1,5,5,4,70,4,205.768,46.8642,3.16361,39621.00,2008,Dry,0,74,2,1,4,0
161,25,2,2,8,1,11,13,0,70,9,204.328,46.8642,3.16361,39621.00,2008,Dry,0,74,2,1,4,0
154,25,17,9,8,1,6,6,3,70,6,204.879,46.8642,3.16361,39621.00,2008,Dry,0,24,4,0,3,0
157,25,14,9,8,1,7,9,0,70,12,204.06,46.8642,3.16361,39621.00,2008,Dry,0,24,4,0,3,0
155,25,12,4,8,1,9,7,2,70,10,204.218,46.8642,3.16361,39621.00,2008,Dry,0,12,7,0,3,0
156,25,4,4,8,1,3,8,1,70,8,204.525,46.8642,3.16361,39621.00,2008,Dry,0,12,7,0,3,0
160,25,20,5,8,1,12,12,0,70,11,204.212,46.8642,3.16361,39621.00,2008,Dry,0,7,9,0,0,0
165,25,7,5,8,11,14,17,0,69,16,203.022,46.8642,3.16361,39621.00,2008,Dry,0,7,9,0,0,1
162,25,22,11,8,11,20,14,0,69,14,203.665,46.8642,3.16361,39621.00,2008,Dry,0,8,8,0,0,1
168,25,18,11,8,4,16,20,0,16,20,196.345,46.8642,3.16361,39621.00,2008,Dry,0,8,8,0,0,1
163,25,6,3,8,11,15,15,0,69,15,203.443,46.8642,3.16361,39621.00,2008,Dry,0,15,6,0,0,1
164,25,3,3,8,11,19,16,0,69,17,202.776,46.8642,3.16361,39621.00,2008,Dry,0,15,6,0,0,1
166,25,21,10,8,11,17,18,0,69,19,202.141,46.8642,3.16361,39621.00,2008,Dry,0,0,10,0,0,1
167,25,16,10,8,11,18,19,0,69,18,202.385,46.8642,3.16361,39621.00,2008,Dry,0,0,10,0,0,1
169,26,1,1,9,1,4,1,10,60,3,199.398,52.0786,-1.01694,39635.00,2008,Wet,1,72,3,3,14,0
173,26,5,1,9,11,1,5,4,59,5,198.728,52.0786,-1.01694,39635.00,2008,Wet,1,72,3,3,14,1
170,26,2,2,9,1,5,2,8,60,2,199.609,52.0786,-1.01694,39635.00,2008,Wet,1,82,2,1,8,0
182,26,9,2,9,20,10,14,0,39,12,197.859,52.0786,-1.01694,39635.00,2008,Wet,1,82,2,1,8,1
171,26,22,11,9,1,16,3,6,60,11,198.183,52.0786,-1.01694,39635.00,2008,Wet,1,14,8,0,6,0
183,26,18,11,9,20,17,15,0,38,10,198.205,52.0786,-1.01694,39635.00,2008,Wet,1,14,8,0,6,1
172,26,8,6,9,11,3,4,5,59,1,200.842,52.0786,-1.01694,39635.00,2008,Wet,1,96,1,5,5,1
181,26,13,6,9,12,9,13,0,58,8,198.458,52.0786,-1.01694,39635.00,2008,Wet,1,96,1,5,5,1
174,26,4,4,9,11,6,6,3,59,6,198.722,52.0786,-1.01694,39635.00,2008,Wet,1,15,7,0,3,1
184,26,12,4,9,20,7,16,0,35,7,198.573,52.0786,-1.01694,39635.00,2008,Wet,1,15,7,0,3,1
175,26,15,7,9,11,14,7,2,59,13,197.292,52.0786,-1.01694,39635.00,2008,Wet,1,25,4,0,2,1
180,26,10,7,9,11,12,12,0,59,15,195.619,52.0786,-1.01694,39635.00,2008,Wet,1,25,4,0,2,1
176,26,6,3,9,11,15,8,1,59,14,196.31,52.0786,-1.01694,39635.00,2008,Wet,1,16,6,0,1,1
177,26,3,3,9,11,20,9,0,59,16,195.234,52.0786,-1.01694,39635.00,2008,Wet,1,16,6,0,1,1
178,26,17,9,9,11,2,10,0,59,4,199.109,52.0786,-1.01694,39635.00,2008,Wet,1,24,5,0,0,1
188,26,14,9,9,4,11,20,0,0,,,52.0786,-1.01694,39635.00,2008,Wet,1,24,5,0,0,1
179,26,7,5,9,11,13,11,0,59,9,198.224,52.0786,-1.01694,39635.00,2008,Wet,1,7,9,0,0,1
187,26,20,5,9,4,8,19,0,0,,,52.0786,-1.01694,39635.00,2008,Wet,1,7,9,0,0,1
185,26,21,10,9,20,19,17,0,16,17,194.96,52.0786,-1.01694,39635.00,2008,Wet,1,0,10,0,0,1
186,26,16,10,9,20,18,18,0,10,18,188.545,52.0786,-1.01694,39635.00,2008,Wet,1,0,10,0,0,1
189,27,1,1,10,1,1,1,10,67,2,216.552,49.3278,8.56583,39649.00,2008,Dry,0,86,3,4,14,0
193,27,5,1,10,1,3,5,4,67,4,215.261,49.3278,8.56583,39649.00,2008,Dry,0,86,3,4,14,0
190,27,12,4,10,1,17,2,8,67,9,214.099,49.3278,8.56583,39649.00,2008,Dry,0,23,6,0,8,0
199,27,4,4,10,1,5,11,0,67,13,213.53,49.3278,8.56583,39649.00,2008,Dry,0,23,6,0,8,0
191,27,13,6,10,1,2,3,6,67,5,215.241,49.3278,8.56583,39649.00,2008,Dry,0,105,1,5,9,0
194,27,8,6,10,1,6,6,3,67,3,215.692,49.3278,8.56583,39649.00,2008,Dry,0,105,1,5,9,0
192,27,2,2,10,1,12,4,5,67,1,216.7,49.3278,8.56583,39649.00,2008,Dry,0,89,2,1,7,0
195,27,9,2,10,1,7,7,2,67,6,214.937,49.3278,8.56583,39649.00,2008,Dry,0,89,2,1,7,0
196,27,20,5,10,1,9,8,1,67,8,214.484,49.3278,8.56583,39649.00,2008,Dry,0,8,9,0,1,0
200,27,7,5,10,1,15,12,0,67,10,213.935,49.3278,8.56583,39649.00,2008,Dry,0,8,9,0,1,0
197,27,15,7,10,1,4,9,0,67,12,213.785,49.3278,8.56583,39649.00,2008,Dry,0,25,4,0,0,0
208,27,10,7,10,22,11,20,0,35,7,214.652,49.3278,8.56583,39649.00,2008,Dry,0,25,4,0,0,1
198,27,3,3,10,1,13,10,0,67,15,212.799,49.3278,8.56583,39649.00,2008,Dry,0,16,7,0,0,0
202,27,6,3,10,1,16,14,0,67,17,211.947,49.3278,8.56583,39649.00,2008,Dry,0,16,7,0,0,0
201,27,14,9,10,1,10,13,0,67,11,213.866,49.3278,8.56583,39649.00,2008,Dry,0,24,5,0,0,0
207,27,17,9,10,5,8,19,0,40,14,213.278,49.3278,8.56583,39649.00,2008,Dry,0,24,5,0,0,1
203,27,16,10,10,1,19,15,0,67,18,211.408,49.3278,8.56583,39649.00,2008,Dry,0,0,10,0,0,0
204,27,21,10,10,1,20,16,0,67,20,210.546,49.3278,8.56583,39649.00,2008,Dry,0,0,10,0,0,0
205,27,18,11,10,11,14,17,0,66,16,212.097,49.3278,8.56583,39649.00,2008,Dry,0,14,8,0,0,1
206,27,22,11,10,4,18,18,0,50,19,211.145,49.3278,8.56583,39649.00,2008,Dry,0,14,8,0,0,1
209,28,5,1,11,1,2,1,10,70,7,192.917,47.5789,19.2486,39663.00,2008,Dry,0,100,2,5,14,0
213,28,1,1,11,1,1,5,4,70,3,193.533,47.5789,19.2486,39663.00,2008,Dry,0,100,2,5,14,0
210,28,10,7,11,1,5,2,8,70,6,193.111,47.5789,19.2486,39663.00,2008,Dry,0,35,4,0,10,0
215,28,15,7,11,1,9,7,2,70,5,193.189,47.5789,19.2486,39663.00,2008,Dry,0,35,4,0,10,0
211,28,8,6,11,1,6,3,6,70,1,194.243,47.5789,19.2486,39663.00,2008,Dry,0,111,1,5,6,0
225,28,13,6,11,5,3,17,0,67,2,193.861,47.5789,19.2486,39663.00,2008,Dry,0,111,1,5,6,1
212,28,4,4,11,1,7,4,5,70,8,192.823,47.5789,19.2486,39663.00,2008,Dry,0,31,5,0,8,0
214,28,12,4,11,1,10,6,3,70,4,193.428,47.5789,19.2486,39663.00,2008,Dry,0,31,5,0,8,0
216,28,9,2,11,1,4,8,1,70,9,192.475,47.5789,19.2486,39663.00,2008,Dry,0,90,3,1,1,0
218,28,2,2,11,1,15,10,0,70,11,191.908,47.5789,19.2486,39663.00,2008,Dry,0,90,3,1,1,0
217,28,17,9,11,1,8,9,0,70,10,192.043,47.5789,19.2486,39663.00,2008,Dry,0,24,6,0,0,0
219,28,14,9,11,1,13,11,0,70,16,190.634,47.5789,19.2486,39663.00,2008,Dry,0,24,6,0,0,0
220,28,18,11,11,11,12,12,0,69,13,191.409,47.5789,19.2486,39663.00,2008,Dry,0,14,8,0,0,1
224,28,22,11,11,12,17,16,0,68,14,191.319,47.5789,19.2486,39663.00,2008,Dry,0,14,8,0,0,1
221,28,6,3,11,11,16,13,0,69,18,189.319,47.5789,19.2486,39663.00,2008,Dry,0,16,7,0,0,1
222,28,3,3,11,11,14,14,0,69,12,191.409,47.5789,19.2486,39663.00,2008,Dry,0,16,7,0,0,1
223,28,21,10,11,11,18,15,0,69,15,190.844,47.5789,19.2486,39663.00,2008,Dry,0,0,10,0,0,1
227,28,16,10,11,23,20,19,0,62,19,188.542,47.5789,19.2486,39663.00,2008,Dry,0,0,10,0,0,1
226,28,7,5,11,13,19,18,0,67,17,189.516,47.5789,19.2486,39663.00,2008,Dry,0,8,9,0,0,1
228,28,20,5,11,25,11,20,0,22,20,187.262,47.5789,19.2486,39663.00,2008,Dry,0,8,9,0,0,1
229,29,13,6,12,1,1,1,10,57,1,197.637,39.4589,-0.331667,39684.00,2008,Dry,0,121,1,6,10,0
246,29,8,6,12,5,4,18,0,45,5,196.214,39.4589,-0.331667,39684.00,2008,Dry,0,121,1,6,10,1
230,29,1,1,12,1,2,2,8,57,2,197.285,39.4589,-0.331667,39684.00,2008,Dry,0,113,2,5,13,0
232,29,5,1,12,1,5,4,5,57,3,196.831,39.4589,-0.331667,39684.00,2008,Dry,0,113,2,5,13,0
231,29,9,2,12,1,3,3,6,57,4,196.399,39.4589,-0.331667,39684.00,2008,Dry,0,96,3,1,6,0
237,29,2,2,12,1,8,9,0,57,7,196.013,39.4589,-0.331667,39684.00,2008,Dry,0,96,3,1,6,0
233,29,15,7,12,1,7,5,4,57,12,195.755,39.4589,-0.331667,39684.00,2008,Dry,0,41,4,0,6,0
235,29,10,7,12,1,13,7,2,57,8,195.995,39.4589,-0.331667,39684.00,2008,Dry,0,41,4,0,6,0
234,29,20,5,12,1,6,6,3,57,6,196.093,39.4589,-0.331667,39684.00,2008,Dry,0,11,9,0,3,0
238,29,7,5,12,1,10,10,0,57,11,195.79,39.4589,-0.331667,39684.00,2008,Dry,0,11,9,0,3,0
236,29,3,3,12,1,9,8,1,57,10,195.912,39.4589,-0.331667,39684.00,2008,Dry,0,17,7,0,1,0
243,29,6,3,12,11,11,15,0,56,13,195.469,39.4589,-0.331667,39684.00,2008,Dry,0,17,7,0,1,1
239,29,12,4,12,1,15,11,0,57,9,195.977,39.4589,-0.331667,39684.00,2008,Dry,0,31,5,0,0,0
248,29,4,4,12,4,12,20,0,0,,,39.4589,-0.331667,39684.00,2008,Dry,0,31,5,0,0,1
